a,b,c
0.07612522602287321,-0.7669127586651664,0.6343668575318211
0.7429662265782777,-0.9547947158425821,-0.051971911619128765
0.7928635600313001,-0.5579216114917896,0.8457720819795759
0.5304258777025187,-0.7820303016888248,0.07854325034617181
0.5278495528583697,-0.6402876405419563,-1.5489927663893768
0.7494817008477092,-0.7731714369571475,-2.518954410966386
0.9097070835177442,-0.7433454416080885,-0.23363914436522612
0.19874552299876352,-0.6162851855144796,-0.35859597730339343
0.8872975848798791,-1.71680170543483,-1.2482029878602032
0.623658172238033,-0.703692393520676,0.5125864324136505
0.4963306203733764,-1.3773215911525043,-0.36177629140398826
0.8779379797848876,-0.7595592702620642,0.9998755671858727
0.8005526754036149,-0.41586220934425067,1.5556617947956175
0.8809842850726701,-1.052645165530609,-0.7313117341505649
0.5077904177265818,-1.1826191846201597,-1.0297075715387758
0.7616421621696595,-0.9218841859179046,0.18575837078721044
0.6473738795023308,-0.31810077222946725,1.7154769010628355
0.45402976318293725,-0.8542256413498626,-2.0555435835520455
0.9949751830488094,-0.8369955944029067,-0.9846667470336956
0.6155039328796937,-1.0880873933329098,-0.8394891677595941
0.5640332295263972,-1.0813119725833387,0.4619838063174525
0.702848523576921,-0.9412445847751236,2.8589037826816868
0.6697327209475072,-1.4647906195449643,-0.5389477726232933
0.40918029833064745,-0.4449908665158193,-0.4943002255044721
0.5643913892356075,-1.011885522993712,-2.0177679561586963
1.196949537622623,-1.6134494395247363,-1.2282277056431028
0.5597738617230059,-0.8970312969494408,0.9320744473947373
0.5065746522724287,-0.9777582841394823,-0.8747748597521458
0.7516905373434069,-1.537957907867246,-0.5658687644579717
0.6725264140957197,-0.15041633701589846,-0.40663309980220186
0.44901102955167105,-1.294243261135984,-0.059669945107577206
0.31952711050266797,-1.3796018293388892,1.947501139539869
0.778678216357225,-0.727723904599793,1.5018871616220182
0.6053050307006298,-0.517543698218302,2.4116974690962896
0.6917357130899664,-0.9614758178078493,-2.1983559417106964
0.5077512551403107,-0.808625497860959,-0.5375174076227561
0.18410540499837807,-1.2888190971680866,1.259501848574688
0.5934725146198896,-0.5456977656978241,-0.3479163151444005
1.1456080765774554,-0.7777372903387026,0.39427089438358864
0.22937506338263408,-0.8542443270365656,-0.7595281401670477
0.34281533303304784,-0.6205206961142475,-2.2156419058646475
0.2592755077549686,-0.5299201126199096,-1.4257318178938925
0.4901972266881535,-1.1552961570942173,2.278835771328115
0.9056008881935638,-0.7170355053646855,-0.297493502909847
0.5405746292897692,-1.248096158134414,2.1484271417243903
0.5162547007894213,-0.08545162733906342,1.0497009948054725
0.27055534274026105,-0.7257611436473577,0.8531272982977202
0.5925620294526248,-0.9036615085385249,1.952175779510427
0.8232787019111926,-1.0678641690873198,-1.882991346106242
1.1146033605817047,-0.9703900920150265,-0.7132752118353066
