a,b,c
0.7403519995619992,-0.5976114230312668,-1.1277035984244672
0.7582226621555764,-0.9241290922035589,0.7259740788423473
0.7116818914064131,-0.2601347853055288,-1.6220356652762702
0.7703696652100562,-1.3812528235210026,-2.3056634524094006
0.4599948351379307,-1.0507628101729658,2.6720571721641075
0.601985248358401,-0.840408134727781,-0.7528534251072955
0.3158500953120577,-0.7226900432493265,-0.6396431989484839
0.6444115593180503,-0.6766697256222958,0.6135179102762258
0.8679572395150734,-0.7722388402948478,-1.5810994896735413
0.5236376136361094,-0.29816247406917745,1.711378940316667
0.3762014272757419,-1.3978968352078605,-0.20940177672564433
0.5737174823212395,-0.91703900131319,1.6625269925456874
0.7725184422412884,-1.8114195946364255,1.824423200156071
1.010145015936765,-1.1400056787863588,0.12037024159556267
1.178808820396182,-0.5180022003320772,0.42802009881723974
0.5318751556170661,-1.186733373992581,2.26373525565869
0.7609391082625471,-1.042916300801788,0.24796817056477358
0.48131985764353064,-0.47523707145999333,-0.23095216713929634
0.8340969286232504,-0.5906735885933547,1.4257044620357286
0.5054385043772405,-0.7619521620118711,1.619850220311371
0.6845178730230889,-1.6553089663673568,1.1473802338381964
0.8719662374737404,-0.7196406225652147,1.4193873026552528
0.9385277607441527,-1.0473618443601123,-0.01986752339067579
0.784898605867953,-0.7231558215184167,-1.121375834719631
0.7335851024228391,-1.026853366883395,0.6301594975239517
1.0383004947129812,-0.5924146487481401,1.6185799636820013
0.796620582827699,-0.6358294150486162,0.8997474405775339
0.8757014051766177,-0.9024871661590117,-1.1422810964316976
0.37792326665202364,-1.2794323965243533,-0.44131123015431667
0.07335449093803689,-1.1417344475807827,-0.5023167990156596
0.4747582407590587,-1.0196843150224058,0.4453178899349505
0.6140290389071142,-1.3783996067870792,1.219218702791128
0.6618009053251077,-1.2586622025666387,0.021988818073053137
0.6624638452289491,-0.8087980488492462,-1.621086058259994
0.43573547425059267,-0.7450477106802669,0.09471475056426101
0.3843642072511272,-1.0843012274815071,0.1741179228725437
0.23765373615630045,-0.6696301998497589,0.22342021652335506
0.6930459648765925,-0.7061815827802079,-1.4450634388745578
0.4324433605147392,-0.5092258971546402,0.0963931901277038
0.6183646951793974,-0.7429265065492952,0.3727753861295298
0.5009776477008624,-1.479966540376115,-0.3885757416884373
0.5885516113277449,-1.920323980957496,0.8078040442698454
0.018959658744596364,-1.2891324660198291,1.1663713765885675
0.8235918860192402,-1.3136401403266957,2.255982580340114
0.4561553261270147,-1.2827236150512944,2.043727518522465
0.4622236247530037,-0.4889646965400971,-1.5007874226110047
0.6141727793180334,-0.61654939499171,0.3994633260630173
0.757663655404502,-1.515550706242726,-0.8791262417548682
0.5574519164029239,-0.41876011639904925,1.6562742464147993
0.9512765360205842,-0.9385578334996819,0.999521380055391
0.7701647832901896,-0.5135647397237608,-0.22864094196422716
-0.14508616455373433,-1.4035688528209114,1.607348493000075
0.954000374859244,-0.5588721410938998,-0.1706563997010032
0.3434019112557284,-1.0156922775412078,-1.5470792937519617
0.5079301449735634,-1.2852829742475107,-0.2859358392965761
0.5037742632379106,-1.5438076210781815,2.0261919982259777
0.6811727879769762,-0.2933588846057175,0.5983444345817274
0.5543800686200923,0.024872604410662323,0.2704632086147069
0.8385605406212255,-0.618612902962201,0.929888522660607
1.0137065103367047,-1.4981154588414296,-0.27243840624945836
0.5105268778845974,-1.2786225042767223,-0.5872861463241827
0.9751878609258062,-1.3974319553068928,0.9618517479934985
0.6140873062904108,-0.6091682674049098,0.622511431694743
0.6650132158889098,-1.1740933995353176,0.46783537525655405
1.0235230753036548,-1.327012112805489,-0.08938648565642687
0.5901786260494744,-0.7260855964824615,0.8905311988090345
0.9771576873540947,-0.5820570644941051,0.8333132649338225
0.5291057178192183,-1.1045490095005681,1.4416856663594222
0.45804954206252263,-1.6202865054005482,-2.3443807546535282
0.6558052400841621,-0.7627870700245278,-2.2798137136206194
0.3810788076551988,-1.6580688730400932,0.9711018025656342
0.6455688850969684,-0.9433765172962155,0.14803932755773766
0.6540334089922997,-1.387383988995114,1.7725714141548123
0.46562382469637603,-1.0752858937308372,-0.24897688506703294
0.48787624181639677,-0.36876162964805476,-0.006323191269297671
0.792944841983225,-0.7714705136174922,-1.929676936446122
0.5225837949392964,-0.7991696186030844,1.681276814627485
0.5171130276752827,-1.2318479654334344,0.03657296228635432
0.7119681461803291,-1.0126583262200346,-0.11603762904464761
0.8546748875961594,-0.7470198210533869,0.5147895992400888
1.018790879398557,-1.2893245815671541,-0.21748784607011096
0.8773496773273425,-0.7267373069387901,1.2212736106439535
0.6130676681869248,-1.228038121146427,-1.4442708052472057
0.6345217500375241,-1.0517175259954443,-0.8539270467979808
0.7816437069548425,-1.2889979736422101,-0.409846729758711
0.9608866033409643,-0.7216597206497631,0.11158544107223671
0.14294295999844314,-1.1839111822130954,0.505960895079073
0.47279970325329923,-0.7427472653567724,0.14470030341072276
0.7166406832434645,-1.292210985683848,-1.1711676605731154
